,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
foul_prob[4110],0.434,0.015,0.404,0.466,0.0,0.0,11249.0,8863.0,1.0
foul_prob[4111],0.624,0.022,0.58,0.664,0.0,0.0,10955.0,7889.0,1.0
foul_prob[4112],0.349,0.023,0.304,0.394,0.0,0.0,10933.0,8800.0,1.0
foul_prob[4113],0.518,0.009,0.498,0.535,0.0,0.0,11402.0,7446.0,1.0
foul_prob[4114],0.465,0.019,0.428,0.501,0.0,0.0,10300.0,9060.0,1.0
foul_prob[4115],0.478,0.018,0.443,0.513,0.0,0.0,10640.0,8854.0,1.0
foul_prob[4116],0.437,0.014,0.409,0.464,0.0,0.0,10348.0,8806.0,1.0
foul_prob[4117],0.512,0.025,0.466,0.562,0.0,0.0,10773.0,7360.0,1.0
foul_prob[4118],0.376,0.015,0.345,0.405,0.0,0.0,10802.0,9191.0,1.0
foul_prob[4119],0.366,0.019,0.33,0.404,0.0,0.0,11172.0,8700.0,1.0
foul_prob[4120],0.482,0.015,0.451,0.51,0.0,0.0,11814.0,8763.0,1.0
foul_prob[4121],0.467,0.016,0.434,0.499,0.0,0.0,10637.0,9444.0,1.0
foul_prob[4122],0.519,0.019,0.481,0.556,0.0,0.0,11999.0,8395.0,1.0
foul_prob[4123],0.512,0.029,0.456,0.567,0.0,0.0,10509.0,9403.0,1.0
foul_prob[4124],0.323,0.023,0.279,0.368,0.0,0.0,10120.0,9312.0,1.0
foul_prob[4125],0.404,0.016,0.371,0.433,0.0,0.0,10733.0,8919.0,1.0
foul_prob[4126],0.454,0.025,0.406,0.505,0.0,0.0,11839.0,9473.0,1.0
foul_prob[4127],0.499,0.027,0.444,0.551,0.0,0.0,11507.0,8871.0,1.0
foul_prob[4128],0.394,0.012,0.372,0.417,0.0,0.0,11400.0,8553.0,1.0
foul_prob[4129],0.383,0.02,0.345,0.421,0.0,0.0,10645.0,7918.0,1.0
foul_prob[4130],0.447,0.012,0.423,0.47,0.0,0.0,11826.0,8830.0,1.0
foul_prob[4131],0.548,0.015,0.519,0.576,0.0,0.0,10882.0,7339.0,1.0
foul_prob[4132],0.486,0.015,0.455,0.513,0.0,0.0,10733.0,8438.0,1.0
foul_prob[4133],0.415,0.016,0.386,0.448,0.0,0.0,11194.0,8810.0,1.0
foul_prob[4134],0.372,0.017,0.338,0.405,0.0,0.0,10250.0,9011.0,1.0
foul_prob[4135],0.475,0.018,0.44,0.509,0.0,0.0,10458.0,8777.0,1.0
foul_prob[4136],0.444,0.017,0.412,0.477,0.0,0.0,11219.0,8226.0,1.0
foul_prob[4137],0.594,0.036,0.523,0.666,0.0,0.0,10964.0,8259.0,1.0
foul_prob[4138],0.434,0.015,0.405,0.465,0.0,0.0,10702.0,7338.0,1.0
foul_prob[4139],0.45,0.021,0.412,0.492,0.0,0.0,10606.0,9443.0,1.0
foul_prob[4140],0.58,0.025,0.532,0.631,0.0,0.0,11161.0,8609.0,1.0
foul_prob[4141],0.45,0.019,0.413,0.487,0.0,0.0,9803.0,8673.0,1.0
foul_prob[4142],0.416,0.012,0.394,0.439,0.0,0.0,10809.0,8118.0,1.0
foul_prob[4143],0.431,0.015,0.403,0.462,0.0,0.0,10797.0,8718.0,1.0
foul_prob[4144],0.382,0.017,0.349,0.417,0.0,0.0,11272.0,8530.0,1.0
foul_prob[4145],0.484,0.018,0.448,0.519,0.0,0.0,10392.0,8926.0,1.0
foul_prob[4146],0.359,0.021,0.319,0.402,0.0,0.0,11839.0,8930.0,1.0
foul_prob[4147],0.494,0.019,0.459,0.533,0.0,0.0,11361.0,8261.0,1.0
foul_prob[4148],0.448,0.028,0.394,0.503,0.0,0.0,11189.0,9079.0,1.0
foul_prob[4149],0.506,0.016,0.476,0.538,0.0,0.0,10405.0,8967.0,1.0
foul_prob[4150],0.372,0.032,0.31,0.435,0.0,0.0,11343.0,9339.0,1.0
foul_prob[4151],0.266,0.02,0.228,0.306,0.0,0.0,10367.0,9027.0,1.0
foul_prob[4152],0.498,0.017,0.464,0.532,0.0,0.0,10203.0,8957.0,1.0
foul_prob[4153],0.452,0.014,0.425,0.479,0.0,0.0,11804.0,8937.0,1.0
foul_prob[4154],0.475,0.013,0.45,0.5,0.0,0.0,10335.0,7150.0,1.0
foul_prob[4155],0.397,0.016,0.366,0.427,0.0,0.0,10590.0,8344.0,1.0
foul_prob[4156],0.489,0.015,0.458,0.519,0.0,0.0,10895.0,8365.0,1.0
foul_prob[4157],0.34,0.023,0.296,0.387,0.0,0.0,10336.0,8102.0,1.0
foul_prob[4158],0.384,0.02,0.346,0.422,0.0,0.0,10830.0,8884.0,1.0
foul_prob[4159],0.424,0.017,0.39,0.458,0.0,0.0,11782.0,9346.0,1.0
foul_prob[4160],0.533,0.013,0.508,0.559,0.0,0.0,10260.0,9240.0,1.0
foul_prob[4161],0.395,0.014,0.369,0.423,0.0,0.0,10976.0,9653.0,1.0
foul_prob[4162],0.439,0.014,0.411,0.467,0.0,0.0,10288.0,7681.0,1.0
foul_prob[4163],0.44,0.026,0.391,0.494,0.0,0.0,11738.0,8427.0,1.0
foul_prob[4164],0.607,0.023,0.563,0.653,0.0,0.0,10810.0,7813.0,1.0
foul_prob[4165],0.444,0.019,0.406,0.48,0.0,0.0,11072.0,7928.0,1.0
foul_prob[4166],0.426,0.019,0.388,0.464,0.0,0.0,10939.0,9360.0,1.0
foul_prob[4167],0.465,0.015,0.435,0.493,0.0,0.0,12786.0,8418.0,1.0
foul_prob[4168],0.395,0.019,0.358,0.43,0.0,0.0,10685.0,8452.0,1.0
foul_prob[4169],0.386,0.015,0.354,0.414,0.0,0.0,11042.0,8869.0,1.0
foul_prob[4170],0.416,0.015,0.386,0.446,0.0,0.0,10494.0,8507.0,1.0
foul_prob[4171],0.391,0.015,0.362,0.419,0.0,0.0,10185.0,9567.0,1.0
foul_prob[4172],0.477,0.018,0.441,0.513,0.0,0.0,10661.0,8837.0,1.0
foul_prob[4173],0.47,0.023,0.424,0.515,0.0,0.0,11826.0,8946.0,1.0
foul_prob[4174],0.496,0.015,0.468,0.526,0.0,0.0,9945.0,8933.0,1.0
foul_prob[4175],0.553,0.03,0.495,0.61,0.0,0.0,11024.0,8120.0,1.0
foul_prob[4176],0.569,0.018,0.534,0.604,0.0,0.0,10661.0,7407.0,1.0
foul_prob[4177],0.544,0.015,0.515,0.574,0.0,0.0,10432.0,8493.0,1.0
foul_prob[4178],0.495,0.02,0.455,0.534,0.0,0.0,10010.0,8570.0,1.0
foul_prob[4179],0.486,0.029,0.429,0.542,0.0,0.0,10900.0,7750.0,1.0
foul_prob[4180],0.433,0.018,0.397,0.466,0.0,0.0,9638.0,8751.0,1.0
foul_prob[4181],0.296,0.023,0.252,0.34,0.0,0.0,11034.0,9159.0,1.0
foul_prob[4182],0.507,0.01,0.488,0.527,0.0,0.0,10054.0,7078.0,1.0
foul_prob[4183],0.312,0.029,0.257,0.369,0.0,0.0,10053.0,8924.0,1.0
foul_prob[4184],0.427,0.01,0.406,0.446,0.0,0.0,10486.0,8954.0,1.0
foul_prob[4185],0.398,0.017,0.366,0.432,0.0,0.0,10868.0,8899.0,1.0
foul_prob[4186],0.389,0.012,0.366,0.413,0.0,0.0,11194.0,8256.0,1.0
foul_prob[4187],0.45,0.021,0.411,0.491,0.0,0.0,10466.0,9090.0,1.0
foul_prob[4188],0.466,0.016,0.435,0.497,0.0,0.0,11515.0,9564.0,1.0
foul_prob[4189],0.28,0.03,0.226,0.341,0.0,0.0,10305.0,8244.0,1.0
foul_prob[4190],0.421,0.013,0.395,0.447,0.0,0.0,10398.0,8666.0,1.0
foul_prob[4191],0.449,0.011,0.428,0.47,0.0,0.0,10341.0,8826.0,1.0
foul_prob[4192],0.384,0.011,0.363,0.405,0.0,0.0,10739.0,9145.0,1.0
foul_prob[4193],0.419,0.011,0.398,0.44,0.0,0.0,11164.0,8837.0,1.0
foul_prob[4194],0.401,0.018,0.369,0.437,0.0,0.0,11175.0,9113.0,1.0
foul_prob[4195],0.423,0.052,0.322,0.522,0.001,0.0,9833.0,7763.0,1.0
foul_prob[4196],0.536,0.021,0.495,0.579,0.0,0.0,10603.0,8651.0,1.0
foul_prob[4197],0.426,0.014,0.398,0.455,0.0,0.0,11187.0,9128.0,1.0
foul_prob[4198],0.397,0.017,0.365,0.43,0.0,0.0,10969.0,7923.0,1.0
foul_prob[4199],0.338,0.02,0.298,0.376,0.0,0.0,10478.0,7888.0,1.0
foul_prob[4200],0.485,0.021,0.445,0.526,0.0,0.0,10642.0,8469.0,1.0
foul_prob[4201],0.49,0.016,0.459,0.521,0.0,0.0,10956.0,8201.0,1.0
foul_prob[4202],0.401,0.015,0.373,0.43,0.0,0.0,10630.0,8515.0,1.0
foul_prob[4203],0.334,0.034,0.267,0.399,0.0,0.0,10137.0,8218.0,1.0
foul_prob[4204],0.403,0.02,0.364,0.444,0.0,0.0,11710.0,9224.0,1.0
foul_prob[4205],0.32,0.024,0.276,0.369,0.0,0.0,10927.0,8884.0,1.0
foul_prob[4206],0.362,0.019,0.326,0.399,0.0,0.0,11265.0,9055.0,1.0
foul_prob[4207],0.434,0.018,0.398,0.47,0.0,0.0,10627.0,8360.0,1.0
foul_prob[4208],0.424,0.025,0.374,0.474,0.0,0.0,11108.0,8405.0,1.0
foul_prob[4209],0.459,0.025,0.411,0.51,0.0,0.0,11611.0,9103.0,1.0
foul_prob[4210],0.463,0.012,0.44,0.486,0.0,0.0,9672.0,7970.0,1.0
foul_prob[4211],0.409,0.013,0.383,0.434,0.0,0.0,11139.0,9149.0,1.0
foul_prob[4212],0.377,0.022,0.337,0.424,0.0,0.0,10412.0,7824.0,1.0
foul_prob[4213],0.308,0.022,0.263,0.349,0.0,0.0,10258.0,8501.0,1.0
foul_prob[4214],0.472,0.01,0.45,0.491,0.0,0.0,9883.0,7495.0,1.0
foul_prob[4215],0.418,0.022,0.373,0.459,0.0,0.0,11109.0,8301.0,1.0
foul_prob[4216],0.332,0.02,0.291,0.37,0.0,0.0,10652.0,9275.0,1.0
foul_prob[4217],0.421,0.015,0.392,0.452,0.0,0.0,11836.0,8545.0,1.0
foul_prob[4218],0.522,0.011,0.502,0.545,0.0,0.0,10224.0,9279.0,1.0
foul_prob[4219],0.386,0.013,0.361,0.412,0.0,0.0,10385.0,8577.0,1.0
foul_prob[4220],0.358,0.023,0.31,0.401,0.0,0.0,11526.0,7586.0,1.0
foul_prob[4221],0.346,0.017,0.314,0.38,0.0,0.0,9963.0,8105.0,1.0
foul_prob[4222],0.34,0.013,0.313,0.365,0.0,0.0,10479.0,8795.0,1.0
foul_prob[4223],0.442,0.016,0.41,0.473,0.0,0.0,11413.0,9009.0,1.0
foul_prob[4224],0.534,0.01,0.516,0.555,0.0,0.0,10919.0,7764.0,1.0
foul_prob[4225],0.619,0.028,0.566,0.675,0.0,0.0,10964.0,7901.0,1.0
foul_prob[4226],0.497,0.031,0.437,0.557,0.0,0.0,11334.0,8449.0,1.0
foul_prob[4227],0.389,0.026,0.34,0.443,0.0,0.0,11667.0,8785.0,1.0
foul_prob[4228],0.483,0.012,0.461,0.508,0.0,0.0,9717.0,8034.0,1.0
foul_prob[4229],0.577,0.025,0.53,0.626,0.0,0.0,11063.0,7914.0,1.0
foul_prob[4230],0.409,0.017,0.376,0.443,0.0,0.0,12139.0,9165.0,1.0
foul_prob[4231],0.442,0.016,0.412,0.473,0.0,0.0,10836.0,7779.0,1.0
foul_prob[4232],0.354,0.018,0.32,0.389,0.0,0.0,11248.0,8443.0,1.0
foul_prob[4233],0.466,0.035,0.396,0.533,0.0,0.0,12289.0,8332.0,1.0
foul_prob[4234],0.468,0.015,0.438,0.496,0.0,0.0,10765.0,8478.0,1.0
foul_prob[4235],0.557,0.021,0.516,0.597,0.0,0.0,10409.0,9297.0,1.0
foul_prob[4236],0.42,0.017,0.387,0.452,0.0,0.0,11615.0,8991.0,1.0
foul_prob[4237],0.425,0.023,0.381,0.471,0.0,0.0,10634.0,9161.0,1.0
foul_prob[4238],0.35,0.025,0.304,0.4,0.0,0.0,10422.0,9031.0,1.0
foul_prob[4239],0.334,0.021,0.292,0.372,0.0,0.0,10406.0,7996.0,1.0
foul_prob[4240],0.434,0.02,0.395,0.473,0.0,0.0,11100.0,8303.0,1.0
foul_prob[4241],0.32,0.018,0.284,0.355,0.0,0.0,10865.0,8768.0,1.0
foul_prob[4242],0.615,0.031,0.552,0.676,0.0,0.0,11049.0,8051.0,1.0
foul_prob[4243],0.43,0.021,0.391,0.473,0.0,0.0,10081.0,7494.0,1.0
foul_prob[4244],0.386,0.016,0.354,0.418,0.0,0.0,11290.0,9119.0,1.0
foul_prob[4245],0.419,0.018,0.383,0.453,0.0,0.0,13109.0,8212.0,1.0
foul_prob[4246],0.453,0.025,0.404,0.503,0.0,0.0,11781.0,9090.0,1.0
foul_prob[4247],0.352,0.023,0.307,0.397,0.0,0.0,10766.0,8832.0,1.0
foul_prob[4248],0.408,0.024,0.364,0.455,0.0,0.0,10926.0,8471.0,1.0
foul_prob[4249],0.484,0.019,0.446,0.519,0.0,0.0,11170.0,8307.0,1.0
foul_prob[4250],0.386,0.027,0.333,0.438,0.0,0.0,9987.0,7335.0,1.0
foul_prob[4251],0.445,0.015,0.415,0.475,0.0,0.0,10700.0,9200.0,1.0
foul_prob[4252],0.559,0.021,0.518,0.599,0.0,0.0,10333.0,9340.0,1.0
foul_prob[4253],0.453,0.025,0.404,0.503,0.0,0.0,11132.0,8141.0,1.0
foul_prob[4254],0.576,0.022,0.533,0.62,0.0,0.0,11215.0,8374.0,1.0
foul_prob[4255],0.425,0.016,0.394,0.457,0.0,0.0,10536.0,8781.0,1.0
foul_prob[4256],0.515,0.022,0.471,0.556,0.0,0.0,10419.0,9193.0,1.0
foul_prob[4257],0.369,0.018,0.333,0.405,0.0,0.0,10641.0,7336.0,1.0
foul_prob[4258],0.454,0.024,0.407,0.502,0.0,0.0,11337.0,8286.0,1.0
foul_prob[4259],0.429,0.016,0.399,0.46,0.0,0.0,10401.0,8854.0,1.0
foul_prob[4260],0.592,0.017,0.557,0.626,0.0,0.0,10968.0,7489.0,1.0
foul_prob[4261],0.469,0.019,0.43,0.506,0.0,0.0,10912.0,8453.0,1.0
foul_prob[4262],0.511,0.023,0.465,0.554,0.0,0.0,10995.0,8921.0,1.0
foul_prob[4263],0.445,0.011,0.422,0.467,0.0,0.0,10166.0,8811.0,1.0
foul_prob[4264],0.337,0.02,0.299,0.377,0.0,0.0,11204.0,8546.0,1.0
foul_prob[4265],0.329,0.019,0.292,0.364,0.0,0.0,11354.0,8330.0,1.0
foul_prob[4266],0.517,0.011,0.496,0.538,0.0,0.0,10341.0,9098.0,1.0
foul_prob[4267],0.469,0.023,0.424,0.513,0.0,0.0,10257.0,8759.0,1.0
foul_prob[4268],0.443,0.019,0.408,0.481,0.0,0.0,11212.0,8599.0,1.0
foul_prob[4269],0.481,0.007,0.467,0.495,0.0,0.0,10561.0,8851.0,1.0
foul_prob[4270],0.403,0.019,0.365,0.439,0.0,0.0,11519.0,8247.0,1.0
foul_prob[4271],0.395,0.016,0.362,0.426,0.0,0.0,10751.0,8771.0,1.0
foul_prob[4272],0.316,0.021,0.276,0.357,0.0,0.0,10565.0,8106.0,1.0
foul_prob[4273],0.509,0.016,0.476,0.539,0.0,0.0,11110.0,8985.0,1.0
foul_prob[4274],0.394,0.019,0.357,0.432,0.0,0.0,11149.0,8915.0,1.0
foul_prob[4275],0.382,0.018,0.348,0.416,0.0,0.0,10089.0,7623.0,1.0
foul_prob[4276],0.371,0.017,0.338,0.403,0.0,0.0,11130.0,8965.0,1.0
foul_prob[4277],0.425,0.025,0.376,0.475,0.0,0.0,11600.0,9240.0,1.0
foul_prob[4278],0.494,0.023,0.448,0.538,0.0,0.0,10489.0,7632.0,1.0
foul_prob[4279],0.425,0.012,0.401,0.448,0.0,0.0,11205.0,8778.0,1.0
foul_prob[4280],0.517,0.026,0.467,0.566,0.0,0.0,10024.0,9449.0,1.0
foul_prob[4281],0.483,0.024,0.438,0.532,0.0,0.0,10477.0,8174.0,1.0
foul_prob[4282],0.376,0.019,0.338,0.413,0.0,0.0,11036.0,7941.0,1.0
foul_prob[4283],0.495,0.025,0.444,0.543,0.0,0.0,11509.0,8515.0,1.0
foul_prob[4284],0.624,0.027,0.575,0.679,0.0,0.0,10659.0,7520.0,1.0
foul_prob[4285],0.321,0.019,0.285,0.36,0.0,0.0,10541.0,8216.0,1.0
foul_prob[4286],0.386,0.011,0.364,0.408,0.0,0.0,11292.0,9100.0,1.0
foul_prob[4287],0.314,0.024,0.268,0.36,0.0,0.0,10587.0,9309.0,1.0
foul_prob[4288],0.336,0.026,0.286,0.389,0.0,0.0,11132.0,7491.0,1.0
foul_prob[4289],0.482,0.016,0.45,0.513,0.0,0.0,11981.0,7807.0,1.0
foul_prob[4290],0.435,0.013,0.409,0.459,0.0,0.0,12178.0,8193.0,1.0
foul_prob[4291],0.333,0.023,0.287,0.378,0.0,0.0,10949.0,8303.0,1.0
foul_prob[4292],0.484,0.017,0.45,0.515,0.0,0.0,11647.0,9085.0,1.0
foul_prob[4293],0.483,0.018,0.448,0.519,0.0,0.0,10992.0,8640.0,1.0
foul_prob[4294],0.539,0.023,0.494,0.584,0.0,0.0,9869.0,7944.0,1.0
foul_prob[4295],0.443,0.027,0.391,0.497,0.0,0.0,10675.0,7709.0,1.0
foul_prob[4296],0.463,0.009,0.445,0.48,0.0,0.0,10488.0,9226.0,1.0
foul_prob[4297],0.423,0.019,0.385,0.461,0.0,0.0,10991.0,9310.0,1.0
foul_prob[4298],0.565,0.035,0.5,0.635,0.0,0.0,10752.0,7956.0,1.0
foul_prob[4299],0.395,0.014,0.368,0.424,0.0,0.0,10064.0,9202.0,1.0
foul_prob[4300],0.564,0.021,0.522,0.603,0.0,0.0,11274.0,8554.0,1.0
foul_prob[4301],0.518,0.01,0.497,0.538,0.0,0.0,11188.0,8114.0,1.0
foul_prob[4302],0.364,0.018,0.328,0.4,0.0,0.0,9772.0,8361.0,1.0
foul_prob[4303],0.49,0.028,0.436,0.544,0.0,0.0,10269.0,7946.0,1.0
foul_prob[4304],0.425,0.011,0.404,0.447,0.0,0.0,11391.0,9161.0,1.0
foul_prob[4305],0.429,0.017,0.396,0.463,0.0,0.0,11049.0,8605.0,1.0
foul_prob[4306],0.42,0.022,0.376,0.463,0.0,0.0,11451.0,7891.0,1.0
foul_prob[4307],0.415,0.017,0.384,0.45,0.0,0.0,10978.0,9445.0,1.0
foul_prob[4308],0.323,0.02,0.285,0.364,0.0,0.0,10165.0,9135.0,1.0
foul_prob[4309],0.386,0.021,0.346,0.426,0.0,0.0,10666.0,9276.0,1.0
foul_prob[4310],0.583,0.03,0.526,0.643,0.0,0.0,11059.0,9155.0,1.0
foul_prob[4311],0.464,0.016,0.432,0.496,0.0,0.0,10928.0,9649.0,1.0
foul_prob[4312],0.366,0.02,0.327,0.404,0.0,0.0,11063.0,9385.0,1.0
foul_prob[4313],0.542,0.013,0.515,0.568,0.0,0.0,11070.0,8810.0,1.0
foul_prob[4314],0.454,0.02,0.413,0.493,0.0,0.0,11244.0,9616.0,1.0
foul_prob[4315],0.387,0.013,0.363,0.411,0.0,0.0,10865.0,8923.0,1.0
foul_prob[4316],0.393,0.013,0.368,0.419,0.0,0.0,11646.0,8856.0,1.0
foul_prob[4317],0.416,0.022,0.371,0.457,0.0,0.0,10561.0,8189.0,1.0
foul_prob[4318],0.422,0.016,0.392,0.453,0.0,0.0,10608.0,8093.0,1.0
foul_prob[4319],0.473,0.009,0.456,0.49,0.0,0.0,10084.0,8219.0,1.0
foul_prob[4320],0.364,0.014,0.338,0.394,0.0,0.0,10679.0,9666.0,1.0
foul_prob[4321],0.454,0.022,0.409,0.497,0.0,0.0,10039.0,7889.0,1.0
foul_prob[4322],0.377,0.016,0.346,0.408,0.0,0.0,10529.0,8830.0,1.0
foul_prob[4323],0.384,0.022,0.341,0.428,0.0,0.0,10416.0,9422.0,1.0
foul_prob[4324],0.475,0.02,0.436,0.514,0.0,0.0,10698.0,8512.0,1.0
foul_prob[4325],0.459,0.023,0.413,0.504,0.0,0.0,10558.0,9594.0,1.0
foul_prob[4326],0.354,0.016,0.324,0.384,0.0,0.0,10570.0,8675.0,1.0
foul_prob[4327],0.428,0.012,0.405,0.451,0.0,0.0,10527.0,9259.0,1.0
foul_prob[4328],0.448,0.022,0.403,0.491,0.0,0.0,11682.0,8938.0,1.0
foul_prob[4329],0.499,0.01,0.48,0.517,0.0,0.0,10235.0,7585.0,1.0
foul_prob[4330],0.416,0.014,0.389,0.444,0.0,0.0,10940.0,6790.0,1.0
foul_prob[4331],0.567,0.02,0.529,0.607,0.0,0.0,10907.0,7701.0,1.0
foul_prob[4332],0.395,0.018,0.36,0.431,0.0,0.0,11792.0,8733.0,1.0
foul_prob[4333],0.432,0.012,0.408,0.455,0.0,0.0,11428.0,8719.0,1.0
foul_prob[4334],0.376,0.025,0.328,0.425,0.0,0.0,10732.0,8956.0,1.0
foul_prob[4335],0.253,0.022,0.212,0.297,0.0,0.0,10697.0,8885.0,1.0
foul_prob[4336],0.376,0.015,0.347,0.405,0.0,0.0,11683.0,8672.0,1.0
foul_prob[4337],0.331,0.026,0.278,0.38,0.0,0.0,10571.0,8087.0,1.0
foul_prob[4338],0.414,0.02,0.377,0.453,0.0,0.0,10516.0,9178.0,1.0
foul_prob[4339],0.399,0.028,0.343,0.454,0.0,0.0,10351.0,7857.0,1.0
foul_prob[4340],0.328,0.027,0.275,0.381,0.0,0.0,10586.0,7489.0,1.0
foul_prob[4341],0.543,0.025,0.493,0.592,0.0,0.0,10804.0,7290.0,1.0
foul_prob[4342],0.341,0.015,0.314,0.372,0.0,0.0,10160.0,9045.0,1.0
foul_prob[4343],0.565,0.016,0.533,0.596,0.0,0.0,10278.0,8741.0,1.0
foul_prob[4344],0.427,0.014,0.399,0.454,0.0,0.0,11472.0,9196.0,1.0
foul_prob[4345],0.456,0.019,0.42,0.492,0.0,0.0,11967.0,8481.0,1.0
foul_prob[4346],0.461,0.014,0.435,0.489,0.0,0.0,10897.0,9461.0,1.0
foul_prob[4347],0.484,0.026,0.435,0.536,0.0,0.0,10389.0,7988.0,1.0
foul_prob[4348],0.418,0.009,0.402,0.435,0.0,0.0,10694.0,8670.0,1.0
foul_prob[4349],0.42,0.016,0.391,0.453,0.0,0.0,11870.0,8571.0,1.0
foul_prob[4350],0.456,0.016,0.425,0.486,0.0,0.0,10161.0,7968.0,1.0
foul_prob[4351],0.287,0.024,0.242,0.336,0.0,0.0,11005.0,8489.0,1.0
foul_prob[4352],0.413,0.021,0.373,0.453,0.0,0.0,10754.0,8414.0,1.0
foul_prob[4353],0.495,0.015,0.466,0.525,0.0,0.0,12179.0,9180.0,1.0
foul_prob[4354],0.555,0.023,0.511,0.602,0.0,0.0,11203.0,9066.0,1.0
foul_prob[4355],0.323,0.017,0.29,0.357,0.0,0.0,10787.0,9205.0,1.0
foul_prob[4356],0.456,0.008,0.441,0.471,0.0,0.0,11791.0,8858.0,1.0
foul_prob[4357],0.432,0.015,0.402,0.463,0.0,0.0,10953.0,8995.0,1.0
foul_prob[4358],0.435,0.019,0.399,0.472,0.0,0.0,11879.0,9063.0,1.0
foul_prob[4359],0.35,0.025,0.3,0.399,0.0,0.0,9923.0,7279.0,1.0
foul_prob[4360],0.404,0.009,0.388,0.422,0.0,0.0,10563.0,9102.0,1.0
foul_prob[4361],0.524,0.014,0.498,0.551,0.0,0.0,10319.0,9173.0,1.0
foul_prob[4362],0.363,0.02,0.324,0.403,0.0,0.0,10613.0,8344.0,1.0
foul_prob[4363],0.48,0.013,0.455,0.505,0.0,0.0,11492.0,8609.0,1.0
foul_prob[4364],0.389,0.023,0.345,0.433,0.0,0.0,10244.0,9472.0,1.0
foul_prob[4365],0.462,0.011,0.44,0.482,0.0,0.0,10758.0,9427.0,1.0
foul_prob[4366],0.551,0.018,0.514,0.585,0.0,0.0,9773.0,8244.0,1.0
foul_prob[4367],0.396,0.053,0.293,0.497,0.001,0.0,10891.0,9799.0,1.0
foul_prob[4368],0.533,0.014,0.505,0.56,0.0,0.0,10696.0,7736.0,1.0
foul_prob[4369],0.389,0.014,0.361,0.415,0.0,0.0,10838.0,8646.0,1.0
foul_prob[4370],0.514,0.018,0.478,0.548,0.0,0.0,10559.0,8647.0,1.0
foul_prob[4371],0.36,0.016,0.329,0.393,0.0,0.0,10510.0,9489.0,1.0
foul_prob[4372],0.649,0.033,0.585,0.714,0.0,0.0,10734.0,8191.0,1.0
foul_prob[4373],0.434,0.016,0.402,0.467,0.0,0.0,9341.0,7311.0,1.0
foul_prob[4374],0.449,0.011,0.427,0.47,0.0,0.0,10283.0,9175.0,1.0
foul_prob[4375],0.375,0.02,0.336,0.413,0.0,0.0,10641.0,7947.0,1.0
foul_prob[4376],0.336,0.026,0.286,0.388,0.0,0.0,11139.0,7647.0,1.0
foul_prob[4377],0.367,0.023,0.321,0.413,0.0,0.0,10321.0,8058.0,1.0
foul_prob[4378],0.428,0.021,0.388,0.469,0.0,0.0,12719.0,7778.0,1.0
foul_prob[4379],0.328,0.023,0.283,0.375,0.0,0.0,11732.0,9456.0,1.0
foul_prob[4380],0.369,0.017,0.335,0.403,0.0,0.0,11054.0,9853.0,1.0
foul_prob[4381],0.387,0.014,0.359,0.415,0.0,0.0,11179.0,7801.0,1.0
foul_prob[4382],0.371,0.019,0.335,0.407,0.0,0.0,10510.0,9071.0,1.0
foul_prob[4383],0.486,0.021,0.442,0.523,0.0,0.0,10728.0,7638.0,1.0
foul_prob[4384],0.361,0.015,0.333,0.39,0.0,0.0,10373.0,9045.0,1.0
foul_prob[4385],0.381,0.016,0.349,0.414,0.0,0.0,10694.0,8902.0,1.0
foul_prob[4386],0.46,0.015,0.43,0.488,0.0,0.0,11634.0,8651.0,1.0
foul_prob[4387],0.518,0.022,0.476,0.56,0.0,0.0,11022.0,8158.0,1.0
foul_prob[4388],0.55,0.021,0.51,0.592,0.0,0.0,10349.0,8918.0,1.0
foul_prob[4389],0.498,0.011,0.477,0.519,0.0,0.0,10151.0,8999.0,1.0
foul_prob[4390],0.483,0.012,0.46,0.507,0.0,0.0,11415.0,8380.0,1.0
foul_prob[4391],0.583,0.022,0.54,0.623,0.0,0.0,9762.0,8697.0,1.0
foul_prob[4392],0.35,0.025,0.304,0.4,0.0,0.0,11246.0,9262.0,1.0
foul_prob[4393],0.444,0.02,0.407,0.485,0.0,0.0,10297.0,8860.0,1.0
foul_prob[4394],0.543,0.02,0.502,0.582,0.0,0.0,10344.0,8718.0,1.0
foul_prob[4395],0.441,0.014,0.413,0.469,0.0,0.0,11070.0,9093.0,1.0
foul_prob[4396],0.572,0.06,0.453,0.687,0.001,0.0,10889.0,9363.0,1.0
foul_prob[4397],0.322,0.025,0.275,0.372,0.0,0.0,12032.0,9100.0,1.0
foul_prob[4398],0.351,0.02,0.313,0.391,0.0,0.0,11239.0,8304.0,1.0
foul_prob[4399],0.401,0.017,0.368,0.434,0.0,0.0,11413.0,8539.0,1.0
foul_prob[4400],0.522,0.02,0.48,0.559,0.0,0.0,10669.0,8995.0,1.0
foul_prob[4401],0.405,0.009,0.388,0.421,0.0,0.0,10749.0,8133.0,1.0
foul_prob[4402],0.421,0.013,0.396,0.446,0.0,0.0,11221.0,9025.0,1.0
foul_prob[4403],0.448,0.022,0.406,0.489,0.0,0.0,10549.0,8632.0,1.0
foul_prob[4404],0.432,0.01,0.413,0.45,0.0,0.0,10824.0,8832.0,1.0
foul_prob[4405],0.435,0.023,0.392,0.481,0.0,0.0,12167.0,8562.0,1.0
