,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
foul_prob[2650],0.433,0.019,0.396,0.468,0.0,0.0,10702.0,7544.0,1.0
foul_prob[2651],0.389,0.031,0.327,0.447,0.0,0.0,10088.0,8890.0,1.0
foul_prob[2652],0.41,0.014,0.383,0.436,0.0,0.0,10395.0,7709.0,1.0
foul_prob[2653],0.424,0.015,0.396,0.454,0.0,0.0,10283.0,8998.0,1.0
foul_prob[2654],0.484,0.016,0.452,0.516,0.0,0.0,10574.0,8795.0,1.0
foul_prob[2655],0.485,0.018,0.448,0.519,0.0,0.0,10911.0,8791.0,1.0
foul_prob[2656],0.362,0.017,0.328,0.395,0.0,0.0,10946.0,9354.0,1.0
foul_prob[2657],0.398,0.014,0.37,0.425,0.0,0.0,10307.0,9092.0,1.0
foul_prob[2658],0.419,0.019,0.383,0.458,0.0,0.0,10817.0,8195.0,1.0
foul_prob[2659],0.41,0.019,0.372,0.446,0.0,0.0,11575.0,8793.0,1.0
foul_prob[2660],0.346,0.027,0.293,0.399,0.0,0.0,10164.0,9204.0,1.0
foul_prob[2661],0.47,0.016,0.44,0.501,0.0,0.0,11729.0,8349.0,1.0
foul_prob[2662],0.432,0.023,0.388,0.479,0.0,0.0,11529.0,8734.0,1.0
foul_prob[2663],0.437,0.018,0.404,0.474,0.0,0.0,11510.0,8482.0,1.0
foul_prob[2664],0.377,0.012,0.354,0.403,0.0,0.0,10967.0,9454.0,1.0
foul_prob[2665],0.339,0.024,0.29,0.384,0.0,0.0,10665.0,7137.0,1.0
foul_prob[2666],0.467,0.022,0.427,0.511,0.0,0.0,10217.0,8390.0,1.0
foul_prob[2667],0.365,0.024,0.318,0.412,0.0,0.0,10363.0,9053.0,1.0
foul_prob[2668],0.383,0.017,0.35,0.414,0.0,0.0,11793.0,8644.0,1.0
foul_prob[2669],0.359,0.014,0.331,0.385,0.0,0.0,10639.0,8749.0,1.0
foul_prob[2670],0.48,0.025,0.43,0.529,0.0,0.0,10945.0,8567.0,1.0
foul_prob[2671],0.462,0.019,0.424,0.496,0.0,0.0,11791.0,8046.0,1.0
foul_prob[2672],0.446,0.017,0.413,0.478,0.0,0.0,11007.0,8961.0,1.0
foul_prob[2673],0.283,0.021,0.241,0.323,0.0,0.0,10355.0,8314.0,1.0
foul_prob[2674],0.351,0.013,0.326,0.376,0.0,0.0,10388.0,8558.0,1.0
foul_prob[2675],0.502,0.017,0.469,0.534,0.0,0.0,11872.0,8182.0,1.0
foul_prob[2676],0.434,0.031,0.377,0.495,0.0,0.0,11017.0,9693.0,1.0
foul_prob[2677],0.507,0.017,0.472,0.54,0.0,0.0,11386.0,7968.0,1.0
foul_prob[2678],0.335,0.022,0.294,0.378,0.0,0.0,10648.0,8219.0,1.0
foul_prob[2679],0.434,0.018,0.398,0.47,0.0,0.0,11151.0,8031.0,1.0
foul_prob[2680],0.448,0.016,0.416,0.481,0.0,0.0,10583.0,8807.0,1.0
foul_prob[2681],0.371,0.018,0.337,0.408,0.0,0.0,11024.0,7747.0,1.0
foul_prob[2682],0.368,0.027,0.316,0.419,0.0,0.0,10032.0,9244.0,1.0
foul_prob[2683],0.395,0.014,0.367,0.424,0.0,0.0,10782.0,8793.0,1.0
foul_prob[2684],0.397,0.013,0.373,0.421,0.0,0.0,10622.0,7940.0,1.0
foul_prob[2685],0.449,0.014,0.421,0.476,0.0,0.0,10833.0,6888.0,1.0
foul_prob[2686],0.404,0.016,0.374,0.436,0.0,0.0,10153.0,9203.0,1.0
foul_prob[2687],0.542,0.023,0.497,0.589,0.0,0.0,10980.0,8900.0,1.0
foul_prob[2688],0.471,0.023,0.426,0.519,0.0,0.0,12411.0,8580.0,1.0
foul_prob[2689],0.52,0.047,0.432,0.615,0.0,0.0,10505.0,8954.0,1.0
foul_prob[2690],0.445,0.029,0.39,0.502,0.0,0.0,11037.0,9053.0,1.0
foul_prob[2691],0.36,0.034,0.295,0.425,0.0,0.0,9972.0,8005.0,1.0
foul_prob[2692],0.49,0.017,0.455,0.523,0.0,0.0,11987.0,8167.0,1.0
foul_prob[2693],0.475,0.018,0.44,0.509,0.0,0.0,10159.0,8829.0,1.0
foul_prob[2694],0.389,0.016,0.359,0.42,0.0,0.0,10542.0,8799.0,1.0
foul_prob[2695],0.428,0.023,0.382,0.473,0.0,0.0,11483.0,9890.0,1.0
foul_prob[2696],0.475,0.016,0.445,0.506,0.0,0.0,10607.0,8012.0,1.0
foul_prob[2697],0.373,0.017,0.341,0.407,0.0,0.0,10518.0,9216.0,1.0
foul_prob[2698],0.346,0.017,0.311,0.379,0.0,0.0,10041.0,9773.0,1.0
foul_prob[2699],0.425,0.009,0.407,0.444,0.0,0.0,12211.0,9241.0,1.0
foul_prob[2700],0.491,0.018,0.457,0.527,0.0,0.0,10253.0,9024.0,1.0
foul_prob[2701],0.368,0.015,0.338,0.397,0.0,0.0,10812.0,9262.0,1.0
foul_prob[2702],0.432,0.016,0.399,0.463,0.0,0.0,10593.0,9089.0,1.0
foul_prob[2703],0.523,0.022,0.48,0.566,0.0,0.0,9734.0,8820.0,1.0
foul_prob[2704],0.488,0.017,0.456,0.521,0.0,0.0,10730.0,9229.0,1.0
foul_prob[2705],0.45,0.019,0.413,0.487,0.0,0.0,11947.0,8571.0,1.0
foul_prob[2706],0.478,0.009,0.461,0.496,0.0,0.0,11019.0,8550.0,1.0
foul_prob[2707],0.401,0.02,0.36,0.438,0.0,0.0,10285.0,8963.0,1.0
foul_prob[2708],0.497,0.022,0.454,0.54,0.0,0.0,10495.0,7397.0,1.0
foul_prob[2709],0.451,0.016,0.42,0.484,0.0,0.0,10206.0,7186.0,1.0
foul_prob[2710],0.457,0.023,0.412,0.5,0.0,0.0,11013.0,9102.0,1.0
foul_prob[2711],0.399,0.018,0.364,0.436,0.0,0.0,10220.0,8823.0,1.0
foul_prob[2712],0.388,0.022,0.346,0.433,0.0,0.0,10226.0,9410.0,1.0
foul_prob[2713],0.411,0.017,0.379,0.445,0.0,0.0,11379.0,9000.0,1.0
foul_prob[2714],0.413,0.016,0.382,0.443,0.0,0.0,10630.0,8857.0,1.0
foul_prob[2715],0.396,0.021,0.356,0.438,0.0,0.0,10678.0,8819.0,1.0
foul_prob[2716],0.534,0.027,0.481,0.585,0.0,0.0,10790.0,7983.0,1.0
foul_prob[2717],0.475,0.019,0.437,0.51,0.0,0.0,10364.0,9287.0,1.0
foul_prob[2718],0.399,0.025,0.352,0.448,0.0,0.0,9316.0,8607.0,1.0
foul_prob[2719],0.402,0.013,0.377,0.428,0.0,0.0,10704.0,8296.0,1.0
foul_prob[2720],0.4,0.02,0.362,0.44,0.0,0.0,10439.0,8017.0,1.0
foul_prob[2721],0.343,0.023,0.298,0.386,0.0,0.0,10707.0,8489.0,1.0
foul_prob[2722],0.422,0.015,0.393,0.45,0.0,0.0,10594.0,8619.0,1.0
foul_prob[2723],0.404,0.022,0.361,0.445,0.0,0.0,12326.0,8843.0,1.0
foul_prob[2724],0.477,0.013,0.45,0.503,0.0,0.0,11406.0,9284.0,1.0
foul_prob[2725],0.548,0.014,0.522,0.574,0.0,0.0,10192.0,8066.0,1.0
foul_prob[2726],0.474,0.033,0.409,0.537,0.0,0.0,11548.0,9767.0,1.0
foul_prob[2727],0.433,0.021,0.392,0.472,0.0,0.0,11538.0,8753.0,1.0
foul_prob[2728],0.487,0.02,0.448,0.527,0.0,0.0,11644.0,8726.0,1.0
foul_prob[2729],0.417,0.014,0.388,0.444,0.0,0.0,11283.0,8974.0,1.0
foul_prob[2730],0.474,0.012,0.451,0.497,0.0,0.0,10864.0,9385.0,1.0
foul_prob[2731],0.468,0.009,0.451,0.485,0.0,0.0,11516.0,9453.0,1.0
foul_prob[2732],0.43,0.019,0.391,0.464,0.0,0.0,10771.0,8791.0,1.0
foul_prob[2733],0.634,0.034,0.57,0.702,0.0,0.0,10690.0,8463.0,1.0
foul_prob[2734],0.383,0.021,0.343,0.424,0.0,0.0,12558.0,8983.0,1.0
foul_prob[2735],0.428,0.023,0.384,0.473,0.0,0.0,9673.0,7969.0,1.0
foul_prob[2736],0.407,0.015,0.38,0.437,0.0,0.0,11391.0,9382.0,1.0
foul_prob[2737],0.581,0.021,0.538,0.62,0.0,0.0,10932.0,7636.0,1.0
foul_prob[2738],0.369,0.017,0.335,0.403,0.0,0.0,11182.0,8952.0,1.0
foul_prob[2739],0.459,0.017,0.427,0.495,0.0,0.0,11199.0,8303.0,1.0
foul_prob[2740],0.394,0.018,0.359,0.431,0.0,0.0,10764.0,8799.0,1.0
foul_prob[2741],0.556,0.014,0.528,0.584,0.0,0.0,10279.0,9350.0,1.0
foul_prob[2742],0.375,0.014,0.348,0.404,0.0,0.0,11008.0,8481.0,1.0
foul_prob[2743],0.458,0.021,0.414,0.499,0.0,0.0,10261.0,9028.0,1.0
foul_prob[2744],0.431,0.018,0.396,0.464,0.0,0.0,11746.0,9318.0,1.0
foul_prob[2745],0.38,0.011,0.357,0.401,0.0,0.0,10863.0,8496.0,1.0
foul_prob[2746],0.437,0.04,0.36,0.518,0.0,0.0,9987.0,9466.0,1.0
foul_prob[2747],0.499,0.009,0.481,0.517,0.0,0.0,10217.0,8771.0,1.0
foul_prob[2748],0.433,0.019,0.397,0.471,0.0,0.0,10731.0,9100.0,1.0
foul_prob[2749],0.449,0.016,0.418,0.481,0.0,0.0,11334.0,9036.0,1.0
foul_prob[2750],0.387,0.025,0.339,0.436,0.0,0.0,11383.0,8238.0,1.0
foul_prob[2751],0.464,0.012,0.44,0.489,0.0,0.0,10921.0,7736.0,1.0
foul_prob[2752],0.372,0.031,0.315,0.436,0.0,0.0,10178.0,7878.0,1.0
foul_prob[2753],0.357,0.021,0.315,0.398,0.0,0.0,10422.0,8644.0,1.0
foul_prob[2754],0.387,0.016,0.356,0.419,0.0,0.0,11327.0,8578.0,1.0
foul_prob[2755],0.417,0.011,0.394,0.437,0.0,0.0,11442.0,9372.0,1.0
foul_prob[2756],0.509,0.015,0.48,0.541,0.0,0.0,10589.0,9081.0,1.0
foul_prob[2757],0.326,0.018,0.29,0.361,0.0,0.0,10227.0,9112.0,1.0
foul_prob[2758],0.506,0.013,0.48,0.53,0.0,0.0,10053.0,8694.0,1.0
foul_prob[2759],0.375,0.017,0.342,0.409,0.0,0.0,11149.0,9036.0,1.0
foul_prob[2760],0.598,0.032,0.535,0.662,0.0,0.0,10140.0,9337.0,1.0
foul_prob[2761],0.471,0.014,0.443,0.498,0.0,0.0,10438.0,7427.0,1.0
foul_prob[2762],0.426,0.019,0.39,0.462,0.0,0.0,10013.0,8191.0,1.0
foul_prob[2763],0.398,0.019,0.361,0.435,0.0,0.0,11437.0,9166.0,1.0
foul_prob[2764],0.441,0.021,0.399,0.481,0.0,0.0,10863.0,8329.0,1.0
foul_prob[2765],0.523,0.023,0.479,0.567,0.0,0.0,11055.0,8669.0,1.0
foul_prob[2766],0.358,0.038,0.284,0.432,0.0,0.0,10103.0,8453.0,1.0
foul_prob[2767],0.432,0.016,0.403,0.464,0.0,0.0,10761.0,9473.0,1.0
foul_prob[2768],0.384,0.017,0.35,0.417,0.0,0.0,10583.0,9388.0,1.0
foul_prob[2769],0.356,0.032,0.296,0.421,0.0,0.0,10608.0,8907.0,1.0
foul_prob[2770],0.468,0.017,0.435,0.501,0.0,0.0,11629.0,8243.0,1.0
foul_prob[2771],0.46,0.012,0.437,0.483,0.0,0.0,10386.0,9191.0,1.0
foul_prob[2772],0.424,0.021,0.383,0.468,0.0,0.0,12063.0,8916.0,1.0
foul_prob[2773],0.415,0.014,0.39,0.442,0.0,0.0,10900.0,9508.0,1.0
foul_prob[2774],0.498,0.016,0.467,0.53,0.0,0.0,10556.0,8683.0,1.0
foul_prob[2775],0.345,0.016,0.314,0.377,0.0,0.0,10429.0,9418.0,1.0
foul_prob[2776],0.533,0.016,0.501,0.564,0.0,0.0,10278.0,8871.0,1.0
foul_prob[2777],0.548,0.025,0.498,0.596,0.0,0.0,11280.0,8556.0,1.0
foul_prob[2778],0.421,0.019,0.384,0.459,0.0,0.0,10435.0,8691.0,1.0
foul_prob[2779],0.422,0.016,0.39,0.453,0.0,0.0,11686.0,7920.0,1.0
foul_prob[2780],0.479,0.02,0.441,0.517,0.0,0.0,11236.0,8002.0,1.0
foul_prob[2781],0.397,0.03,0.34,0.456,0.0,0.0,10898.0,8878.0,1.0
foul_prob[2782],0.448,0.016,0.416,0.479,0.0,0.0,10162.0,9140.0,1.0
foul_prob[2783],0.417,0.013,0.393,0.444,0.0,0.0,10394.0,9064.0,1.0
foul_prob[2784],0.368,0.018,0.334,0.404,0.0,0.0,9671.0,9032.0,1.0
foul_prob[2785],0.476,0.016,0.445,0.508,0.0,0.0,11002.0,8642.0,1.0
foul_prob[2786],0.461,0.065,0.329,0.583,0.001,0.0,10165.0,8126.0,1.0
foul_prob[2787],0.438,0.011,0.416,0.458,0.0,0.0,12016.0,8625.0,1.0
foul_prob[2788],0.492,0.02,0.454,0.53,0.0,0.0,10999.0,9439.0,1.0
foul_prob[2789],0.448,0.019,0.408,0.482,0.0,0.0,11104.0,8561.0,1.0
foul_prob[2790],0.452,0.018,0.416,0.487,0.0,0.0,10812.0,7910.0,1.0
foul_prob[2791],0.565,0.02,0.526,0.604,0.0,0.0,10935.0,8668.0,1.0
foul_prob[2792],0.505,0.019,0.467,0.541,0.0,0.0,10182.0,8927.0,1.0
foul_prob[2793],0.551,0.014,0.525,0.578,0.0,0.0,10762.0,7986.0,1.0
foul_prob[2794],0.452,0.013,0.427,0.476,0.0,0.0,11638.0,9133.0,1.0
foul_prob[2795],0.496,0.016,0.464,0.527,0.0,0.0,10552.0,7873.0,1.0
foul_prob[2796],0.414,0.016,0.382,0.445,0.0,0.0,11800.0,8019.0,1.0
foul_prob[2797],0.338,0.021,0.295,0.378,0.0,0.0,10298.0,7594.0,1.0
foul_prob[2798],0.338,0.018,0.302,0.373,0.0,0.0,10316.0,9204.0,1.0
foul_prob[2799],0.498,0.015,0.468,0.527,0.0,0.0,10915.0,8919.0,1.0
foul_prob[2800],0.388,0.022,0.346,0.43,0.0,0.0,10203.0,8447.0,1.0
foul_prob[2801],0.411,0.023,0.365,0.456,0.0,0.0,11750.0,8882.0,1.0
foul_prob[2802],0.553,0.021,0.514,0.594,0.0,0.0,10384.0,9409.0,1.0
foul_prob[2803],0.417,0.019,0.379,0.454,0.0,0.0,11557.0,9611.0,1.0
foul_prob[2804],0.378,0.027,0.326,0.429,0.0,0.0,9847.0,7975.0,1.0
foul_prob[2805],0.474,0.02,0.434,0.514,0.0,0.0,11568.0,8468.0,1.0
foul_prob[2806],0.39,0.017,0.355,0.424,0.0,0.0,10607.0,9322.0,1.0
foul_prob[2807],0.428,0.017,0.395,0.461,0.0,0.0,12643.0,8505.0,1.0
foul_prob[2808],0.402,0.019,0.366,0.438,0.0,0.0,10212.0,7941.0,1.0
foul_prob[2809],0.458,0.018,0.422,0.492,0.0,0.0,11918.0,8508.0,1.0
foul_prob[2810],0.546,0.027,0.492,0.599,0.0,0.0,10628.0,7712.0,1.0
foul_prob[2811],0.399,0.015,0.37,0.429,0.0,0.0,10029.0,9651.0,1.0
foul_prob[2812],0.409,0.015,0.38,0.438,0.0,0.0,11031.0,9123.0,1.0
foul_prob[2813],0.475,0.015,0.445,0.506,0.0,0.0,10858.0,8722.0,1.0
foul_prob[2814],0.432,0.018,0.396,0.467,0.0,0.0,10385.0,6823.0,1.0
foul_prob[2815],0.529,0.023,0.484,0.573,0.0,0.0,11000.0,8602.0,1.0
foul_prob[2816],0.576,0.022,0.532,0.62,0.0,0.0,11121.0,7966.0,1.0
foul_prob[2817],0.429,0.016,0.399,0.461,0.0,0.0,10827.0,9189.0,1.0
foul_prob[2818],0.401,0.019,0.36,0.437,0.0,0.0,10651.0,8744.0,1.0
foul_prob[2819],0.545,0.015,0.515,0.575,0.0,0.0,10810.0,8416.0,1.0
foul_prob[2820],0.45,0.018,0.416,0.488,0.0,0.0,10520.0,8893.0,1.0
foul_prob[2821],0.366,0.025,0.316,0.414,0.0,0.0,11254.0,9248.0,1.0
foul_prob[2822],0.499,0.021,0.457,0.54,0.0,0.0,12195.0,8453.0,1.0
foul_prob[2823],0.428,0.019,0.39,0.464,0.0,0.0,11813.0,8386.0,1.0
foul_prob[2824],0.563,0.022,0.522,0.606,0.0,0.0,10705.0,9066.0,1.0
foul_prob[2825],0.319,0.017,0.285,0.351,0.0,0.0,10043.0,9153.0,1.0
foul_prob[2826],0.349,0.022,0.306,0.393,0.0,0.0,11115.0,8200.0,1.0
foul_prob[2827],0.4,0.011,0.379,0.422,0.0,0.0,11467.0,8156.0,1.0
foul_prob[2828],0.32,0.019,0.281,0.354,0.0,0.0,10261.0,8715.0,1.0
foul_prob[2829],0.455,0.039,0.38,0.53,0.0,0.0,11034.0,8841.0,1.0
foul_prob[2830],0.492,0.017,0.458,0.524,0.0,0.0,10168.0,9225.0,1.0
foul_prob[2831],0.42,0.024,0.373,0.465,0.0,0.0,10788.0,8786.0,1.0
foul_prob[2832],0.442,0.019,0.405,0.48,0.0,0.0,11359.0,9015.0,1.0
foul_prob[2833],0.42,0.018,0.386,0.454,0.0,0.0,11015.0,9163.0,1.0
foul_prob[2834],0.389,0.015,0.36,0.419,0.0,0.0,11448.0,8635.0,1.0
foul_prob[2835],0.456,0.023,0.409,0.5,0.0,0.0,10600.0,8307.0,1.0
foul_prob[2836],0.4,0.019,0.364,0.439,0.0,0.0,10840.0,9051.0,1.0
foul_prob[2837],0.484,0.025,0.436,0.533,0.0,0.0,10302.0,8081.0,1.0
foul_prob[2838],0.463,0.021,0.42,0.503,0.0,0.0,10183.0,8826.0,1.0
foul_prob[2839],0.517,0.01,0.496,0.537,0.0,0.0,10091.0,9136.0,1.0
foul_prob[2840],0.348,0.016,0.316,0.378,0.0,0.0,10495.0,8523.0,1.0
foul_prob[2841],0.498,0.047,0.405,0.589,0.0,0.0,10683.0,9893.0,1.0
foul_prob[2842],0.368,0.013,0.343,0.394,0.0,0.0,11211.0,8547.0,1.0
foul_prob[2843],0.412,0.021,0.372,0.455,0.0,0.0,10331.0,7973.0,1.0
foul_prob[2844],0.366,0.021,0.326,0.407,0.0,0.0,9817.0,8296.0,1.0
foul_prob[2845],0.365,0.016,0.335,0.398,0.0,0.0,10768.0,8697.0,1.0
foul_prob[2846],0.469,0.012,0.446,0.493,0.0,0.0,12182.0,9209.0,1.0
foul_prob[2847],0.55,0.014,0.523,0.575,0.0,0.0,10569.0,8411.0,1.0
foul_prob[2848],0.482,0.025,0.434,0.53,0.0,0.0,10379.0,7329.0,1.0
foul_prob[2849],0.504,0.012,0.48,0.528,0.0,0.0,11106.0,9133.0,1.0
foul_prob[2850],0.447,0.021,0.405,0.489,0.0,0.0,11333.0,9675.0,1.0
foul_prob[2851],0.449,0.01,0.429,0.47,0.0,0.0,10399.0,8922.0,1.0
foul_prob[2852],0.462,0.026,0.411,0.514,0.0,0.0,10154.0,7949.0,1.0
foul_prob[2853],0.442,0.023,0.397,0.487,0.0,0.0,10965.0,7847.0,1.0
foul_prob[2854],0.398,0.014,0.371,0.426,0.0,0.0,10837.0,8787.0,1.0
foul_prob[2855],0.488,0.008,0.472,0.505,0.0,0.0,10817.0,8020.0,1.0
foul_prob[2856],0.445,0.015,0.417,0.474,0.0,0.0,10549.0,7310.0,1.0
foul_prob[2857],0.371,0.02,0.33,0.41,0.0,0.0,10900.0,8769.0,1.0
foul_prob[2858],0.478,0.008,0.463,0.495,0.0,0.0,10742.0,8994.0,1.0
foul_prob[2859],0.414,0.021,0.372,0.457,0.0,0.0,11433.0,9082.0,1.0
foul_prob[2860],0.473,0.019,0.437,0.51,0.0,0.0,11283.0,8599.0,1.0
foul_prob[2861],0.364,0.017,0.332,0.399,0.0,0.0,10448.0,9780.0,1.0
foul_prob[2862],0.377,0.02,0.339,0.417,0.0,0.0,10258.0,8749.0,1.0
foul_prob[2863],0.46,0.02,0.42,0.5,0.0,0.0,10795.0,8927.0,1.0
foul_prob[2864],0.366,0.02,0.326,0.405,0.0,0.0,10632.0,8858.0,1.0
foul_prob[2865],0.431,0.016,0.401,0.463,0.0,0.0,12129.0,8627.0,1.0
foul_prob[2866],0.558,0.016,0.527,0.589,0.0,0.0,10877.0,7497.0,1.0
foul_prob[2867],0.486,0.022,0.443,0.53,0.0,0.0,11447.0,8537.0,1.0
foul_prob[2868],0.436,0.019,0.4,0.475,0.0,0.0,11422.0,8968.0,1.0
foul_prob[2869],0.504,0.019,0.467,0.542,0.0,0.0,11113.0,9193.0,1.0
foul_prob[2870],0.462,0.015,0.431,0.49,0.0,0.0,10827.0,8816.0,1.0
foul_prob[2871],0.424,0.015,0.395,0.452,0.0,0.0,10685.0,8322.0,1.0
foul_prob[2872],0.456,0.012,0.434,0.48,0.0,0.0,11531.0,8572.0,1.0
foul_prob[2873],0.421,0.021,0.379,0.46,0.0,0.0,11617.0,9138.0,1.0
foul_prob[2874],0.41,0.025,0.36,0.457,0.0,0.0,10026.0,9200.0,1.0
foul_prob[2875],0.401,0.02,0.362,0.44,0.0,0.0,9891.0,8814.0,1.0
foul_prob[2876],0.462,0.023,0.417,0.507,0.0,0.0,10609.0,8720.0,1.0
foul_prob[2877],0.454,0.019,0.417,0.491,0.0,0.0,11249.0,8794.0,1.0
foul_prob[2878],0.52,0.017,0.489,0.553,0.0,0.0,10052.0,9437.0,1.0
foul_prob[2879],0.566,0.02,0.527,0.604,0.0,0.0,10476.0,9212.0,1.0
foul_prob[2880],0.382,0.014,0.355,0.41,0.0,0.0,12101.0,8543.0,1.0
foul_prob[2881],0.443,0.01,0.425,0.462,0.0,0.0,10809.0,8559.0,1.0
foul_prob[2882],0.357,0.014,0.329,0.384,0.0,0.0,10320.0,9194.0,1.0
foul_prob[2883],0.385,0.024,0.334,0.43,0.0,0.0,11914.0,8716.0,1.0
foul_prob[2884],0.459,0.018,0.425,0.496,0.0,0.0,10776.0,9129.0,1.0
foul_prob[2885],0.408,0.023,0.364,0.454,0.0,0.0,10982.0,9365.0,1.0
foul_prob[2886],0.451,0.014,0.425,0.478,0.0,0.0,11203.0,9501.0,1.0
foul_prob[2887],0.412,0.02,0.373,0.452,0.0,0.0,10506.0,9172.0,1.0
foul_prob[2888],0.456,0.066,0.331,0.588,0.001,0.0,10306.0,9677.0,1.0
foul_prob[2889],0.405,0.011,0.383,0.428,0.0,0.0,10567.0,8567.0,1.0
foul_prob[2890],0.445,0.017,0.411,0.478,0.0,0.0,10904.0,8487.0,1.0
foul_prob[2891],0.49,0.014,0.462,0.518,0.0,0.0,9788.0,8732.0,1.0
foul_prob[2892],0.379,0.02,0.341,0.418,0.0,0.0,12286.0,8892.0,1.0
foul_prob[2893],0.491,0.02,0.452,0.529,0.0,0.0,10228.0,7496.0,1.0
foul_prob[2894],0.413,0.01,0.393,0.432,0.0,0.0,10688.0,8742.0,1.0
foul_prob[2895],0.36,0.02,0.32,0.4,0.0,0.0,11102.0,9695.0,1.0
foul_prob[2896],0.389,0.017,0.356,0.423,0.0,0.0,11250.0,8405.0,1.0
foul_prob[2897],0.513,0.013,0.487,0.54,0.0,0.0,10335.0,8806.0,1.0
foul_prob[2898],0.454,0.013,0.428,0.479,0.0,0.0,10948.0,8388.0,1.0
foul_prob[2899],0.436,0.027,0.381,0.488,0.0,0.0,11192.0,9392.0,1.0
foul_prob[2900],0.533,0.017,0.498,0.565,0.0,0.0,10994.0,8764.0,1.0
foul_prob[2901],0.493,0.024,0.447,0.539,0.0,0.0,9797.0,8790.0,1.0
foul_prob[2902],0.376,0.022,0.333,0.417,0.0,0.0,10680.0,8496.0,1.0
foul_prob[2903],0.427,0.02,0.388,0.467,0.0,0.0,11010.0,7896.0,1.0
foul_prob[2904],0.338,0.02,0.3,0.379,0.0,0.0,10366.0,7828.0,1.0
foul_prob[2905],0.451,0.011,0.429,0.473,0.0,0.0,10436.0,7959.0,1.0
foul_prob[2906],0.421,0.017,0.387,0.454,0.0,0.0,12776.0,7839.0,1.0
foul_prob[2907],0.366,0.026,0.318,0.421,0.0,0.0,11150.0,7969.0,1.0
foul_prob[2908],0.392,0.023,0.347,0.439,0.0,0.0,10791.0,9125.0,1.0
foul_prob[2909],0.47,0.022,0.427,0.514,0.0,0.0,9826.0,7993.0,1.0
foul_prob[2910],0.614,0.039,0.537,0.692,0.0,0.0,10853.0,8070.0,1.0
foul_prob[2911],0.413,0.019,0.374,0.449,0.0,0.0,10944.0,8939.0,1.0
foul_prob[2912],0.429,0.023,0.383,0.472,0.0,0.0,11493.0,9922.0,1.0
foul_prob[2913],0.529,0.019,0.493,0.566,0.0,0.0,11456.0,9328.0,1.0
foul_prob[2914],0.388,0.017,0.355,0.42,0.0,0.0,11123.0,9215.0,1.0
foul_prob[2915],0.467,0.017,0.434,0.499,0.0,0.0,10372.0,8864.0,1.0
foul_prob[2916],0.567,0.02,0.528,0.605,0.0,0.0,11287.0,7950.0,1.0
foul_prob[2917],0.378,0.025,0.332,0.427,0.0,0.0,9687.0,8544.0,1.0
foul_prob[2918],0.527,0.012,0.506,0.551,0.0,0.0,10109.0,9209.0,1.0
foul_prob[2919],0.329,0.019,0.292,0.366,0.0,0.0,10681.0,9101.0,1.0
foul_prob[2920],0.498,0.017,0.466,0.533,0.0,0.0,9953.0,8993.0,1.0
foul_prob[2921],0.42,0.012,0.397,0.443,0.0,0.0,10361.0,8582.0,1.0
foul_prob[2922],0.385,0.013,0.361,0.413,0.0,0.0,10748.0,8597.0,1.0
foul_prob[2923],0.438,0.021,0.396,0.479,0.0,0.0,10708.0,7770.0,1.0
foul_prob[2924],0.48,0.015,0.451,0.511,0.0,0.0,11187.0,8919.0,1.0
foul_prob[2925],0.527,0.039,0.451,0.604,0.0,0.0,10268.0,8694.0,1.0
foul_prob[2926],0.413,0.011,0.39,0.434,0.0,0.0,11172.0,8966.0,1.0
foul_prob[2927],0.366,0.012,0.343,0.39,0.0,0.0,10899.0,8607.0,1.0
foul_prob[2928],0.376,0.013,0.351,0.4,0.0,0.0,10104.0,8566.0,1.0
foul_prob[2929],0.386,0.025,0.337,0.435,0.0,0.0,9794.0,8155.0,1.0
foul_prob[2930],0.377,0.016,0.345,0.408,0.0,0.0,10310.0,8981.0,1.0
foul_prob[2931],0.358,0.037,0.288,0.431,0.0,0.0,11398.0,8508.0,1.0
foul_prob[2932],0.463,0.015,0.433,0.493,0.0,0.0,11330.0,9430.0,1.0
foul_prob[2933],0.436,0.014,0.409,0.464,0.0,0.0,10118.0,8765.0,1.0
foul_prob[2934],0.523,0.026,0.473,0.575,0.0,0.0,10396.0,7777.0,1.0
foul_prob[2935],0.577,0.026,0.527,0.627,0.0,0.0,10919.0,8749.0,1.0
foul_prob[2936],0.397,0.017,0.365,0.429,0.0,0.0,11308.0,8798.0,1.0
foul_prob[2937],0.517,0.01,0.497,0.535,0.0,0.0,10126.0,9477.0,1.0
foul_prob[2938],0.467,0.018,0.432,0.504,0.0,0.0,10360.0,9478.0,1.0
foul_prob[2939],0.453,0.018,0.417,0.489,0.0,0.0,11757.0,8571.0,1.0
foul_prob[2940],0.453,0.021,0.412,0.492,0.0,0.0,11145.0,8158.0,1.0
foul_prob[2941],0.457,0.016,0.427,0.489,0.0,0.0,10253.0,9238.0,1.0
foul_prob[2942],0.389,0.018,0.355,0.426,0.0,0.0,11130.0,9063.0,1.0
foul_prob[2943],0.379,0.017,0.347,0.412,0.0,0.0,10590.0,7125.0,1.0
foul_prob[2944],0.388,0.022,0.343,0.431,0.0,0.0,11963.0,8657.0,1.0
foul_prob[2945],0.442,0.023,0.397,0.485,0.0,0.0,11151.0,8828.0,1.0
